id,amr,antibiotic,pTested,nTested,pSusceptible,nSusceptible
Phoenix Indian Medical Center::Staphylococcus aureus::Sputum::2019::1::Rifampin,Phoenix Indian Medical Center::Staphylococcus aureus::Sputum::2019::1,Rifampin,100%,1,100%,1
Phoenix Indian Medical Center::Staphylococcus aureus::Sputum::2019::1::Tetracycline,Phoenix Indian Medical Center::Staphylococcus aureus::Sputum::2019::1,Tetracycline,100%,1,100%,1
Phoenix Indian Medical Center::Staphylococcus aureus::Sputum::2019::1::Trimethoprim-Sulfamethoxazole (Tmp-Smx),Phoenix Indian Medical Center::Staphylococcus aureus::Sputum::2019::1,Trimethoprim-Sulfamethoxazole (Tmp-Smx),100%,1,100%,1
Phoenix Indian Medical Center::Staphylococcus aureus::Sputum::2019::1::Vancomycin,Phoenix Indian Medical Center::Staphylococcus aureus::Sputum::2019::1,Vancomycin,100%,1,100%,1
Phoenix Indian Medical Center::Staphylococcus aureus::Urine::2019::1::Amoxicillin,Phoenix Indian Medical Center::Staphylococcus aureus::Urine::2019::1,Amoxicillin,100%,6,100%,6
Phoenix Indian Medical Center::Staphylococcus aureus::Urine::2019::1::Ampicillin,Phoenix Indian Medical Center::Staphylococcus aureus::Urine::2019::1,Ampicillin,100%,6,0%,0
Phoenix Indian Medical Center::Staphylococcus aureus::Urine::2019::1::Cefazolin,Phoenix Indian Medical Center::Staphylococcus aureus::Urine::2019::1,Cefazolin,100%,6,100%,6
Phoenix Indian Medical Center::Staphylococcus aureus::Urine::2019::1::Ciprofloxacin,Phoenix Indian Medical Center::Staphylococcus aureus::Urine::2019::1,Ciprofloxacin,100%,6,67%,4
Phoenix Indian Medical Center::Staphylococcus aureus::Urine::2019::1::Gentamicin,Phoenix Indian Medical Center::Staphylococcus aureus::Urine::2019::1,Gentamicin,100%,6,100%,6
Phoenix Indian Medical Center::Staphylococcus aureus::Urine::2019::1::Levofloxacin,Phoenix Indian Medical Center::Staphylococcus aureus::Urine::2019::1,Levofloxacin,100%,6,67%,4
Phoenix Indian Medical Center::Staphylococcus aureus::Urine::2019::1::Linezolid,Phoenix Indian Medical Center::Staphylococcus aureus::Urine::2019::1,Linezolid,100%,6,100%,6
Phoenix Indian Medical Center::Staphylococcus aureus::Urine::2019::1::Nitrofurantoin,Phoenix Indian Medical Center::Staphylococcus aureus::Urine::2019::1,Nitrofurantoin,100%,6,100%,6
Phoenix Indian Medical Center::Staphylococcus aureus::Urine::2019::1::Oxacillin,Phoenix Indian Medical Center::Staphylococcus aureus::Urine::2019::1,Oxacillin,100%,6,100%,6
Phoenix Indian Medical Center::Staphylococcus aureus::Urine::2019::1::Penicillin (Unspecified),Phoenix Indian Medical Center::Staphylococcus aureus::Urine::2019::1,Penicillin (Unspecified),100%,6,0%,0
Phoenix Indian Medical Center::Staphylococcus aureus::Urine::2019::1::Rifampin,Phoenix Indian Medical Center::Staphylococcus aureus::Urine::2019::1,Rifampin,100%,6,100%,6
Phoenix Indian Medical Center::Staphylococcus aureus::Urine::2019::1::Tetracycline,Phoenix Indian Medical Center::Staphylococcus aureus::Urine::2019::1,Tetracycline,100%,6,100%,6
Phoenix Indian Medical Center::Staphylococcus aureus::Urine::2019::1::Trimethoprim-Sulfamethoxazole (Tmp-Smx),Phoenix Indian Medical Center::Staphylococcus aureus::Urine::2019::1,Trimethoprim-Sulfamethoxazole (Tmp-Smx),100%,6,100%,6
Phoenix Indian Medical Center::Staphylococcus aureus::Urine::2019::1::Vancomycin,Phoenix Indian Medical Center::Staphylococcus aureus::Urine::2019::1,Vancomycin,100%,6,100%,6
Phoenix Indian Medical Center::Staphylococcus aureus::Wound::2019::1::Amoxicillin,Phoenix Indian Medical Center::Staphylococcus aureus::Wound::2019::1,Amoxicillin,100%,123,100%,123
Phoenix Indian Medical Center::Staphylococcus aureus::Wound::2019::1::Ampicillin,Phoenix Indian Medical Center::Staphylococcus aureus::Wound::2019::1,Ampicillin,100%,123,0%,0
Phoenix Indian Medical Center::Staphylococcus aureus::Wound::2019::1::Cefazolin,Phoenix Indian Medical Center::Staphylococcus aureus::Wound::2019::1,Cefazolin,100%,123,100%,123
Phoenix Indian Medical Center::Staphylococcus aureus::Wound::2019::1::Ciprofloxacin,Phoenix Indian Medical Center::Staphylococcus aureus::Wound::2019::1,Ciprofloxacin,100%,123,88%,108
Phoenix Indian Medical Center::Staphylococcus aureus::Wound::2019::1::Clindamycin,Phoenix Indian Medical Center::Staphylococcus aureus::Wound::2019::1,Clindamycin,100%,123,89%,110
Phoenix Indian Medical Center::Staphylococcus aureus::Wound::2019::1::Erythromycin,Phoenix Indian Medical Center::Staphylococcus aureus::Wound::2019::1,Erythromycin,100%,123,83%,102
Phoenix Indian Medical Center::Staphylococcus aureus::Wound::2019::1::Gentamicin,Phoenix Indian Medical Center::Staphylococcus aureus::Wound::2019::1,Gentamicin,100%,123,100%,123
Phoenix Indian Medical Center::Staphylococcus aureus::Wound::2019::1::Levofloxacin,Phoenix Indian Medical Center::Staphylococcus aureus::Wound::2019::1,Levofloxacin,100%,123,89%,109
Phoenix Indian Medical Center::Staphylococcus aureus::Wound::2019::1::Linezolid,Phoenix Indian Medical Center::Staphylococcus aureus::Wound::2019::1,Linezolid,100%,123,100%,123
Phoenix Indian Medical Center::Staphylococcus aureus::Wound::2019::1::Oxacillin,Phoenix Indian Medical Center::Staphylococcus aureus::Wound::2019::1,Oxacillin,100%,123,100%,123
Phoenix Indian Medical Center::Staphylococcus aureus::Wound::2019::1::Penicillin (Unspecified),Phoenix Indian Medical Center::Staphylococcus aureus::Wound::2019::1,Penicillin (Unspecified),100%,123,16%,20
Phoenix Indian Medical Center::Staphylococcus aureus::Wound::2019::1::Rifampin,Phoenix Indian Medical Center::Staphylococcus aureus::Wound::2019::1,Rifampin,100%,123,99%,122
Phoenix Indian Medical Center::Staphylococcus aureus::Wound::2019::1::Tetracycline,Phoenix Indian Medical Center::Staphylococcus aureus::Wound::2019::1,Tetracycline,100%,123,98%,121
Phoenix Indian Medical Center::Staphylococcus aureus::Wound::2019::1::Trimethoprim-Sulfamethoxazole (Tmp-Smx),Phoenix Indian Medical Center::Staphylococcus aureus::Wound::2019::1,Trimethoprim-Sulfamethoxazole (Tmp-Smx),100%,123,100%,123
Phoenix Indian Medical Center::Staphylococcus aureus::Wound::2019::1::Vancomycin,Phoenix Indian Medical Center::Staphylococcus aureus::Wound::2019::1,Vancomycin,100%,123,100%,123
Phoenix Indian Medical Center::Staphylococcus capitis::Blood::2019::1::Amoxicillin,Phoenix Indian Medical Center::Staphylococcus capitis::Blood::2019::1,Amoxicillin,100%,4,100%,4
Phoenix Indian Medical Center::Staphylococcus capitis::Blood::2019::1::Ampicillin,Phoenix Indian Medical Center::Staphylococcus capitis::Blood::2019::1,Ampicillin,100%,4,0%,0
Phoenix Indian Medical Center::Staphylococcus capitis::Blood::2019::1::Cefazolin,Phoenix Indian Medical Center::Staphylococcus capitis::Blood::2019::1,Cefazolin,100%,4,100%,4
Phoenix Indian Medical Center::Staphylococcus capitis::Blood::2019::1::Ciprofloxacin,Phoenix Indian Medical Center::Staphylococcus capitis::Blood::2019::1,Ciprofloxacin,100%,4,100%,4
Phoenix Indian Medical Center::Staphylococcus capitis::Blood::2019::1::Clindamycin,Phoenix Indian Medical Center::Staphylococcus capitis::Blood::2019::1,Clindamycin,100%,4,100%,4
Phoenix Indian Medical Center::Staphylococcus capitis::Blood::2019::1::Erythromycin,Phoenix Indian Medical Center::Staphylococcus capitis::Blood::2019::1,Erythromycin,100%,4,75%,3
Phoenix Indian Medical Center::Staphylococcus capitis::Blood::2019::1::Gentamicin,Phoenix Indian Medical Center::Staphylococcus capitis::Blood::2019::1,Gentamicin,100%,4,100%,4
Phoenix Indian Medical Center::Staphylococcus capitis::Blood::2019::1::Levofloxacin,Phoenix Indian Medical Center::Staphylococcus capitis::Blood::2019::1,Levofloxacin,100%,4,100%,4
Phoenix Indian Medical Center::Staphylococcus capitis::Blood::2019::1::Linezolid,Phoenix Indian Medical Center::Staphylococcus capitis::Blood::2019::1,Linezolid,100%,4,100%,4
Phoenix Indian Medical Center::Staphylococcus capitis::Blood::2019::1::Oxacillin,Phoenix Indian Medical Center::Staphylococcus capitis::Blood::2019::1,Oxacillin,100%,4,100%,4
Phoenix Indian Medical Center::Staphylococcus capitis::Blood::2019::1::Penicillin (Unspecified),Phoenix Indian Medical Center::Staphylococcus capitis::Blood::2019::1,Penicillin (Unspecified),100%,4,0%,0
Phoenix Indian Medical Center::Staphylococcus capitis::Blood::2019::1::Rifampin,Phoenix Indian Medical Center::Staphylococcus capitis::Blood::2019::1,Rifampin,100%,4,100%,4
Phoenix Indian Medical Center::Staphylococcus capitis::Blood::2019::1::Tetracycline,Phoenix Indian Medical Center::Staphylococcus capitis::Blood::2019::1,Tetracycline,100%,4,100%,4
Phoenix Indian Medical Center::Staphylococcus capitis::Blood::2019::1::Trimethoprim-Sulfamethoxazole (Tmp-Smx),Phoenix Indian Medical Center::Staphylococcus capitis::Blood::2019::1,Trimethoprim-Sulfamethoxazole (Tmp-Smx),100%,4,100%,4
Phoenix Indian Medical Center::Staphylococcus capitis::Blood::2019::1::Vancomycin,Phoenix Indian Medical Center::Staphylococcus capitis::Blood::2019::1,Vancomycin,100%,4,100%,4
Phoenix Indian Medical Center::Staphylococcus epidermidis::Blood::2019::1::Amoxicillin,Phoenix Indian Medical Center::Staphylococcus epidermidis::Blood::2019::1,Amoxicillin,100%,28,39%,11
Phoenix Indian Medical Center::Staphylococcus epidermidis::Blood::2019::1::Ampicillin,Phoenix Indian Medical Center::Staphylococcus epidermidis::Blood::2019::1,Ampicillin,100%,28,0%,0
Phoenix Indian Medical Center::Staphylococcus epidermidis::Blood::2019::1::Cefazolin,Phoenix Indian Medical Center::Staphylococcus epidermidis::Blood::2019::1,Cefazolin,100%,28,39%,11
Phoenix Indian Medical Center::Staphylococcus epidermidis::Blood::2019::1::Ciprofloxacin,Phoenix Indian Medical Center::Staphylococcus epidermidis::Blood::2019::1,Ciprofloxacin,100%,28,96%,27
Phoenix Indian Medical Center::Staphylococcus epidermidis::Blood::2019::1::Clindamycin,Phoenix Indian Medical Center::Staphylococcus epidermidis::Blood::2019::1,Clindamycin,100%,28,50%,14
Phoenix Indian Medical Center::Staphylococcus epidermidis::Blood::2019::1::Erythromycin,Phoenix Indian Medical Center::Staphylococcus epidermidis::Blood::2019::1,Erythromycin,100%,28,43%,12
Phoenix Indian Medical Center::Staphylococcus epidermidis::Blood::2019::1::Gentamicin,Phoenix Indian Medical Center::Staphylococcus epidermidis::Blood::2019::1,Gentamicin,100%,28,100%,28
Phoenix Indian Medical Center::Staphylococcus epidermidis::Blood::2019::1::Levofloxacin,Phoenix Indian Medical Center::Staphylococcus epidermidis::Blood::2019::1,Levofloxacin,100%,28,96%,27
Phoenix Indian Medical Center::Staphylococcus epidermidis::Blood::2019::1::Linezolid,Phoenix Indian Medical Center::Staphylococcus epidermidis::Blood::2019::1,Linezolid,100%,28,100%,28
Phoenix Indian Medical Center::Staphylococcus epidermidis::Blood::2019::1::Oxacillin,Phoenix Indian Medical Center::Staphylococcus epidermidis::Blood::2019::1,Oxacillin,100%,28,39%,11
Phoenix Indian Medical Center::Staphylococcus epidermidis::Blood::2019::1::Penicillin (Unspecified),Phoenix Indian Medical Center::Staphylococcus epidermidis::Blood::2019::1,Penicillin (Unspecified),100%,28,4%,1
Phoenix Indian Medical Center::Staphylococcus epidermidis::Blood::2019::1::Rifampin,Phoenix Indian Medical Center::Staphylococcus epidermidis::Blood::2019::1,Rifampin,100%,28,100%,28
Phoenix Indian Medical Center::Staphylococcus epidermidis::Blood::2019::1::Tetracycline,Phoenix Indian Medical Center::Staphylococcus epidermidis::Blood::2019::1,Tetracycline,100%,28,86%,24
Phoenix Indian Medical Center::Staphylococcus epidermidis::Blood::2019::1::Trimethoprim-Sulfamethoxazole (Tmp-Smx),Phoenix Indian Medical Center::Staphylococcus epidermidis::Blood::2019::1,Trimethoprim-Sulfamethoxazole (Tmp-Smx),100%,28,71%,20
Phoenix Indian Medical Center::Staphylococcus epidermidis::Blood::2019::1::Vancomycin,Phoenix Indian Medical Center::Staphylococcus epidermidis::Blood::2019::1,Vancomycin,100%,28,100%,28
Phoenix Indian Medical Center::Staphylococcus epidermidis::Fluid (Peritoneal Dialysis)::2019::1::Amoxicillin,Phoenix Indian Medical Center::Staphylococcus epidermidis::Fluid (Peritoneal Dialysis)::2019::1,Amoxicillin,100%,1,100%,1
Phoenix Indian Medical Center::Staphylococcus epidermidis::Fluid (Peritoneal Dialysis)::2019::1::Ampicillin,Phoenix Indian Medical Center::Staphylococcus epidermidis::Fluid (Peritoneal Dialysis)::2019::1,Ampicillin,100%,1,0%,0
Phoenix Indian Medical Center::Staphylococcus epidermidis::Fluid (Peritoneal Dialysis)::2019::1::Cefazolin,Phoenix Indian Medical Center::Staphylococcus epidermidis::Fluid (Peritoneal Dialysis)::2019::1,Cefazolin,100%,1,100%,1
Phoenix Indian Medical Center::Staphylococcus epidermidis::Fluid (Peritoneal Dialysis)::2019::1::Ciprofloxacin,Phoenix Indian Medical Center::Staphylococcus epidermidis::Fluid (Peritoneal Dialysis)::2019::1,Ciprofloxacin,100%,1,100%,1
Phoenix Indian Medical Center::Staphylococcus epidermidis::Fluid (Peritoneal Dialysis)::2019::1::Clindamycin,Phoenix Indian Medical Center::Staphylococcus epidermidis::Fluid (Peritoneal Dialysis)::2019::1,Clindamycin,100%,1,100%,1
Phoenix Indian Medical Center::Staphylococcus epidermidis::Fluid (Peritoneal Dialysis)::2019::1::Erythromycin,Phoenix Indian Medical Center::Staphylococcus epidermidis::Fluid (Peritoneal Dialysis)::2019::1,Erythromycin,100%,1,100%,1
Phoenix Indian Medical Center::Staphylococcus epidermidis::Fluid (Peritoneal Dialysis)::2019::1::Gentamicin,Phoenix Indian Medical Center::Staphylococcus epidermidis::Fluid (Peritoneal Dialysis)::2019::1,Gentamicin,100%,1,100%,1
Phoenix Indian Medical Center::Staphylococcus epidermidis::Fluid (Peritoneal Dialysis)::2019::1::Levofloxacin,Phoenix Indian Medical Center::Staphylococcus epidermidis::Fluid (Peritoneal Dialysis)::2019::1,Levofloxacin,100%,1,100%,1
Phoenix Indian Medical Center::Staphylococcus epidermidis::Fluid (Peritoneal Dialysis)::2019::1::Linezolid,Phoenix Indian Medical Center::Staphylococcus epidermidis::Fluid (Peritoneal Dialysis)::2019::1,Linezolid,100%,1,100%,1
Phoenix Indian Medical Center::Staphylococcus epidermidis::Fluid (Peritoneal Dialysis)::2019::1::Oxacillin,Phoenix Indian Medical Center::Staphylococcus epidermidis::Fluid (Peritoneal Dialysis)::2019::1,Oxacillin,100%,1,100%,1
Phoenix Indian Medical Center::Staphylococcus epidermidis::Fluid (Peritoneal Dialysis)::2019::1::Penicillin (Unspecified),Phoenix Indian Medical Center::Staphylococcus epidermidis::Fluid (Peritoneal Dialysis)::2019::1,Penicillin (Unspecified),100%,1,0%,0
Phoenix Indian Medical Center::Staphylococcus epidermidis::Fluid (Peritoneal Dialysis)::2019::1::Rifampin,Phoenix Indian Medical Center::Staphylococcus epidermidis::Fluid (Peritoneal Dialysis)::2019::1,Rifampin,100%,1,100%,1
Phoenix Indian Medical Center::Staphylococcus epidermidis::Fluid (Peritoneal Dialysis)::2019::1::Tetracycline,Phoenix Indian Medical Center::Staphylococcus epidermidis::Fluid (Peritoneal Dialysis)::2019::1,Tetracycline,100%,1,100%,1
Phoenix Indian Medical Center::Staphylococcus epidermidis::Fluid (Peritoneal Dialysis)::2019::1::Trimethoprim-Sulfamethoxazole (Tmp-Smx),Phoenix Indian Medical Center::Staphylococcus epidermidis::Fluid (Peritoneal Dialysis)::2019::1,Trimethoprim-Sulfamethoxazole (Tmp-Smx),100%,1,100%,1
Phoenix Indian Medical Center::Staphylococcus epidermidis::Fluid (Peritoneal Dialysis)::2019::1::Vancomycin,Phoenix Indian Medical Center::Staphylococcus epidermidis::Fluid (Peritoneal Dialysis)::2019::1,Vancomycin,100%,1,100%,1
Phoenix Indian Medical Center::Staphylococcus epidermidis::Urine::2019::1::Amoxicillin,Phoenix Indian Medical Center::Staphylococcus epidermidis::Urine::2019::1,Amoxicillin,100%,2,0%,0
Phoenix Indian Medical Center::Staphylococcus epidermidis::Urine::2019::1::Ampicillin,Phoenix Indian Medical Center::Staphylococcus epidermidis::Urine::2019::1,Ampicillin,100%,2,0%,0
Phoenix Indian Medical Center::Staphylococcus epidermidis::Urine::2019::1::Cefazolin,Phoenix Indian Medical Center::Staphylococcus epidermidis::Urine::2019::1,Cefazolin,100%,2,0%,0
Phoenix Indian Medical Center::Staphylococcus epidermidis::Urine::2019::1::Ciprofloxacin,Phoenix Indian Medical Center::Staphylococcus epidermidis::Urine::2019::1,Ciprofloxacin,100%,2,0%,0
Phoenix Indian Medical Center::Staphylococcus epidermidis::Urine::2019::1::Gentamicin,Phoenix Indian Medical Center::Staphylococcus epidermidis::Urine::2019::1,Gentamicin,100%,2,50%,1
Phoenix Indian Medical Center::Staphylococcus epidermidis::Urine::2019::1::Levofloxacin,Phoenix Indian Medical Center::Staphylococcus epidermidis::Urine::2019::1,Levofloxacin,100%,2,0%,0
Phoenix Indian Medical Center::Staphylococcus epidermidis::Urine::2019::1::Linezolid,Phoenix Indian Medical Center::Staphylococcus epidermidis::Urine::2019::1,Linezolid,100%,2,100%,2
Phoenix Indian Medical Center::Staphylococcus epidermidis::Urine::2019::1::Nitrofurantoin,Phoenix Indian Medical Center::Staphylococcus epidermidis::Urine::2019::1,Nitrofurantoin,100%,2,100%,2
Phoenix Indian Medical Center::Staphylococcus epidermidis::Urine::2019::1::Oxacillin,Phoenix Indian Medical Center::Staphylococcus epidermidis::Urine::2019::1,Oxacillin,100%,2,0%,0
Phoenix Indian Medical Center::Staphylococcus epidermidis::Urine::2019::1::Penicillin (Unspecified),Phoenix Indian Medical Center::Staphylococcus epidermidis::Urine::2019::1,Penicillin (Unspecified),100%,2,0%,0
Phoenix Indian Medical Center::Staphylococcus epidermidis::Urine::2019::1::Rifampin,Phoenix Indian Medical Center::Staphylococcus epidermidis::Urine::2019::1,Rifampin,100%,2,100%,2
Phoenix Indian Medical Center::Staphylococcus epidermidis::Urine::2019::1::Tetracycline,Phoenix Indian Medical Center::Staphylococcus epidermidis::Urine::2019::1,Tetracycline,100%,2,50%,1
Phoenix Indian Medical Center::Staphylococcus epidermidis::Urine::2019::1::Trimethoprim-Sulfamethoxazole (Tmp-Smx),Phoenix Indian Medical Center::Staphylococcus epidermidis::Urine::2019::1,Trimethoprim-Sulfamethoxazole (Tmp-Smx),100%,2,0%,0
Phoenix Indian Medical Center::Staphylococcus epidermidis::Urine::2019::1::Vancomycin,Phoenix Indian Medical Center::Staphylococcus epidermidis::Urine::2019::1,Vancomycin,100%,2,100%,2
Phoenix Indian Medical Center::Staphylococcus haemolyticus::Urine::2019::1::Amoxicillin,Phoenix Indian Medical Center::Staphylococcus haemolyticus::Urine::2019::1,Amoxicillin,100%,1,0%,0
Phoenix Indian Medical Center::Staphylococcus haemolyticus::Urine::2019::1::Ampicillin,Phoenix Indian Medical Center::Staphylococcus haemolyticus::Urine::2019::1,Ampicillin,100%,1,0%,0
Phoenix Indian Medical Center::Staphylococcus haemolyticus::Urine::2019::1::Cefazolin,Phoenix Indian Medical Center::Staphylococcus haemolyticus::Urine::2019::1,Cefazolin,100%,1,0%,0
Phoenix Indian Medical Center::Staphylococcus haemolyticus::Urine::2019::1::Ciprofloxacin,Phoenix Indian Medical Center::Staphylococcus haemolyticus::Urine::2019::1,Ciprofloxacin,100%,1,100%,1
Phoenix Indian Medical Center::Staphylococcus haemolyticus::Urine::2019::1::Gentamicin,Phoenix Indian Medical Center::Staphylococcus haemolyticus::Urine::2019::1,Gentamicin,100%,1,100%,1
Phoenix Indian Medical Center::Staphylococcus haemolyticus::Urine::2019::1::Levofloxacin,Phoenix Indian Medical Center::Staphylococcus haemolyticus::Urine::2019::1,Levofloxacin,100%,1,100%,1
