id,type,capacity,certification,mpc,address,zip,phone,fax,lat,lon
P.V.U.S.D.#69 - Arrowhead Elementary,Child Care::Public School,36,,Phoenix,3820 East Nisbet Road,85032,(602)493-6050,(602)867-5244,33.622874,-111.999812
P.V.U.S.D.#69 - Boulder Creek Elementary,Child Care::Public School,437,,Phoenix,22801 North 22Nd Street,85024,(602)449-4500,(602)449-4505,33.696354,-112.035444
P.V.U.S.D.#69 - Cactus View Elementary School,Child Care::Public School,57,,Phoenix,17602 North Central Avenue,85022,(602)449-2520,(602)867-5244,33.645836,-112.07431
P.V.U.S.D.#69 - Copper Canyon Elementary School,Child Care::Public School,325,,Scottsdale,17650 North 54Th Street,85254,(602)867-5289,(602)867-5244,33.647244,-111.964526
P.V.U.S.D.#69 - Desert Cove Elementary School,Child Care::Public School,59,,Phoenix,11020 North 28Th Street,85028,(602)480-7076,(602)867-5244,33.58665,-112.021915
P.V.U.S.D.#69 - Desert Shadows Elementary School,Child Care::Public School,59,,Scottsdale,5902 East Sweetwater Avenue,85254,(602)449-6920,(602)449-6905,33.604365,-111.95344
P.V.U.S.D.#69 - Desert Springs Elementary School,Child Care::Public School,213,,Scottsdale,6010 East Acoma Drive,85254,(602)953-1588,(602)867-5244,33.619813,-111.952522
P.V.U.S.D.#69 - Desert Trails Elementary School,Child Care::Public School,301,,Phoenix,4315 East Cashman Drive,85050,(480)515-9141,(602)867-3244,33.691133,-111.979812
P.V.U.S.D.#69 - Echo Mountain Elementary School,Child Care::Public School,25,,Phoenix,1811 East Michigan Avenue,85022,(602)449-5500,(602)867-5244,33.651157,-112.044319
P.V.U.S.D.#69 - Fireside Elementary School,Child Care::Public School,165,,Phoenix,3725 East Lone Cactus Drive,85050,(602)449-2211,(602)449-4720,33.680989,-112.001204
P.V.U.S.D.#69 - Foothills Elementary School,Child Care::Public School,625,,Phoenix,17835 North 44Th Street,85032,(602)449-7413,(602)449-2219,33.648999,-111.985889
P.V.U.S.D.#69 - Hidden Hills Elementary School,Child Care::Public School,120,,Phoenix,1919 East Sharon Drive,85022,(602)788-1698,(  )  -,33.611197,-112.040696
P.V.U.S.D.#69 - Indian Bend Elementary School,Child Care::Public School,59,,Phoenix,3633 East Thunderbird Road,85032,(602)449-3200,(602)449-3205,33.613139,-112.003821
P.V.U.S.D.#69 - Liberty Elementary,Child Care::Public School,385,,Scottsdale,5125 East Marilyn Road,85254,(602)449-6220,(602)953-3006,33.621153,-111.970288
P.V.U.S.D.#69 - Mercury Mine Elementary,Child Care::Public School,305,,Phoenix,9640 North 28Th Street,85028,(602)449-2000,(602)867-5244,33.574601,-112.022518
P.V.U.S.D.#69 - North Ranch Elementary School,Child Care::Public School,285,,Scottsdale,16406 North 61St Place,85254,(602)449-6420,(602)449-6405,33.634861,-111.948585
P.V.U.S.D.#69 - Palomino Elementary,Child Care::Public School,58,,Phoenix,15833 North 29Th Street,85032,(602)449-2800,(602)449-2805,33.63088,-112.019742
P.V.U.S.D.#69 - Paradise Valley High School,Child Care::Public School,25,,Phoenix,3950 East Bell Road,85032,(602)449-7000,(602)449-7005,33.6409,-111.998132
P.V.U.S.D.#69 - Pinnacle High School,Child Care::Public School,59,,Phoenix,3535 East Mayo Boulevard,85050,(602)449-4080,(602)449-2219,33.681717,-112.007863
P.V.U.S.D.#69 - Pinnacle Peak Elementary School,Child Care::Public School,250,,Scottsdale,7690 East Williams Drive,85255,(602)449-6720,(602)449-6705,33.693576,-111.912673
P.V.U.S.D.#69 - Sandpiper Elementary School,Child Care::Public School,299,,Scottsdale,6724 East Hearn Road,85254,(602)449-6320,(602)449-6305,33.615084,-111.935964
P.V.U.S.D.#69 - Sonoran Sky Elementary School,Child Care::Public School,145,,Scottsdale,12990 North 75Th Street,85260,(602)449-6520,(602)449-6505,33.603738,-111.92007
P.V.U.S.D.#69 - Sunset Canyon Elementary School,Child Care::Public School,59,,Phoenix,2727 East Siesta Lane,85050,(602)493-6430,(602)449-2219,33.658555,-112.023723
P.V.U.S.D.#69 - Whispering Wind Elementary School,Child Care::Public School,233,,Phoenix,15844 North 43Rd Street,85032,(602)485-7077,(602)449-7305,33.631101,-111.98887
P.V.U.S.D.#69 - Wildfire Elementary School,Child Care::Public School,59,,Phoenix,3997 East Lockwood Drive,85050,(480)346-3020,(602)867-5244,33.692975,-111.988885
Q.C.U.S.D.#95 - Queen Creek Elementary School,Child Care::Public School,59,,Queen Creek,23636 South 204Th Street,85242,(480)987-5991,(  )  -,33.23355,-111.643304
Q.C.U.S.D.#95 - Queen Creek Toy Box,Child Care::Public School,45,,Queen Creek,22149 East Ocotillo Road,85142,(480)987-5953,(480)882-1276,33.248462,-111.605733
R.E S.D.#66 - Bernard Black School,Child Care::Public School,40,,Phoenix,6550 South 27Th Avenue,85042,(602)304-3180,(602)304-3105,33.386361,-112.116535
R.E.S.D.#66 - Bush Head Start,Child Care::Public School,40,,Phoenix,602 East Siesta Drive,85042,(602)232-1946,(602)304-4209,33.365149,-112.069246
R.E.S.D.#66 - Cesar Chavez Head Start,Child Care::Public School,60,,Phoenix,4001 South 3Rd Street,85040,(602)232-4947,(602)243-2637,33.411729,-112.069034
R.E.S.D.#66 - Davis Head Start,Child Care::Public School,39,,Phoenix,6209 South 15Th Avenue,85040,(602)232-4283,(602)304-4209,33.390742,-112.090371
R.E.S.D.#66 - Kennedy Head Start,Child Care::Public School,20,,Phoenix,6825 South 10Th Street,85040,(602)232-4220,(602)243-2637,33.382727,-112.058122
R.E.S.D.#66 - M L King Head Start,Child Care::Public School,70,,Phoenix,4615 South 22Nd Street,85040,(602)232-4919,(602)304-3105,33.404675,-112.034077
R.E.S.D.#66 - T. G. Barr Head Start,Child Care::Public School,40,,Phoenix,2041 East Vineyard Road,85042,(602)232-4900,(602)243-2637,33.385815,-112.037641
R.U.S.D.#3 - Ray Preschool Program,Child Care::Public School,59,,Kearny,Highway 177,85137,(520)363-5527,(520)363-5005,33.063516,-110.90888
S.C.E.S.D.#30 - Salome Elementary School,Child Care::Public School,20,,Salome,38128 Saguaro & Main,85348,(928)859-3339,(928)859-3085,33.781751,-113.619619
S.C.V.U.S.D.#35 - Calabasas Preschool,Child Care::Public School,102,,Rio Rico,131 Camino Maricopa,85648,(520)375-8525,(520)281-7973,31.434705,-110.977317
S.E.S.D.#24 - Stanfield Elementary School,Child Care::Public School,40,,Stanfield,515 South Stanfield Road,85172,(520)424-3353,(520)424-3798,32.837637,-111.963404
S.M.U.S.D.# 90 - Saddle Mountain Preschool,Child Care::Public School,20,,Tonopah,38201 West Indian School Road,85354,(623)474-5108,(623)474-5190,33.493587,-112.874026
S.S.D.#11 - Valle Del Encanto Preschool,Child Care::Public School,59,,Somerton,400 N Caesar Chavez Avenue,85350,(928)341-6700,(  )  -,32.48577,-114.717904
S.U.S.D. - J. F. Kennedy Elementary,Child Care::Public School,44,,Superior,1500 West Panther Drive,85173,(520)689-3000,(520)689-3170,33.279984,-111.109282
S.U.S.D.#1 - Bulldog Boulevard Child Care Center,Child Care::Public School,38,,Safford,1400 West 11Th Street,85546,(928)348-7064,(  )  -,32.82798,-109.724873
S.U.S.D.#1 - Mount Graham Child Care & Guidance Ce,Child Care::Public School,59,,Safford,300 West Discovery Park Blvd,85546,(928)348-7060,(928)348-7061,32.802519,-109.715699
S.U.S.D.#12 - Ocotillo Preschool,Child Care::Public School,373,,Tucson,5702 South Campbell Ave,85706,(520)545-3670,(  )  -,32.147417,-110.943614
S.U.S.D.#12 - Sunnyside Infant Center,Child Care::Public School,10,,Tucson,1725 East Bilby Road,85706,(520)545-5355,(  )  -,32.141472,-110.945138
S.U.S.D.#30 - Sahuarita L I N K,Child Care::Public School,185,,Sahuarita,350 Sahuarita Road,85629,(520)625-3502,(  )  -,31.958167,-110.976299
S.U.S.D.#48 - Anasazi Elementary School,Child Care::Public School,320,,Scottsdale,12121 North 124Th Street,85259,(480)484-7300,(480)484-7901,33.597246,-111.813202
S.U.S.D.#48 - Cherokee Elementary Preschool- Panda,Child Care::Public School,505,,Paradise Valley,8801 North 56Th Street,85253,(480)484-8700,(480)484-7901,33.56569,-111.960372
S.U.S.D.#48 - Cheyenne Traditional School,Child Care::Public School,225,,Scottsdale,13636 North 100Th Street,85260,(480)748-6611,(480)484-7901,33.607632,-111.865453
S.U.S.D.#48 - Cochise Elementary School,Child Care::Public School,59,,Scottsdale,9451 North 84Th Street,85258,(480)797-6923,(480)484-7901,33.570852,-111.899767
S.U.S.D.#48 - Copper Ridge Elementary School,Child Care::Public School,345,,Scottsdale,10101 East Thompson Peak Pkwy,85255,(480)748-6916,(480)484-8669,33.66745,-111.863562
S.U.S.D.#48 - Desert Canyon Elementary School,Child Care::Public School,185,,Scottsdale,10203 East Mcdowell Mountain Ranch Road,85255,(480)484-6102,(480)484-7901,33.627793,-111.859804
S.U.S.D.#48 - Echo Canyon,Child Care::Public School,59,,Scottsdale,4330 North 62Nd Street,85251,(480)748-6642,(480)484-7901,33.499617,-111.947829
S.U.S.D.#48 - Hohokam Traditional School,Child Care::Public School,50,,Scottsdale,8451 East Oak Street,85257,(480)484-1800,(480)484-7901,33.472968,-111.898808
S.U.S.D.#48 - Hopi Elementary School,Child Care::Public School,145,,Phoenix,5110 East Lafayette Boulevard,85018,(480)748-6915,(480)484-7901,33.496562,-111.97083
S.U.S.D.#48 - Kiva Elementary School,Child Care::Public School,289,,Scottsdale,6911 East Mcdonald Drive,85253,(480)748-6630,(480)484-7901,33.523891,-111.932095
S.U.S.D.#48 - Laguna Elementary School,Child Care::Public School,408,,Scottsdale,10475 East Lakeview Drive,85258,(480)748-6913,(480)484-7901,33.578707,-111.855581
S.U.S.D.#48 - Navajo Elementary School,Child Care::Public School,57,,Scottsdale,4525 North Granite Reef Road,85251,(480)484-2600,(480)484-2601,33.502757,-111.900072
S.U.S.D.#48 - Pima Elementary School,Child Care::Public School,265,,Scottsdale,8330 East Osborn Road,85251,(480)484-2800,(480)484-7901,33.487765,-111.899193
S.U.S.D.#48 - Pueblo Elementary School,Child Care::Public School,385,,Scottsdale,6320 North 82Nd Street,85268,(480)797-3000,(480)484-7901,33.529554,-111.904588
S.U.S.D.#48 - Redfield Elementary School,Child Care::Public School,445,,Scottsdale,9181 East Redfield Road,85260,(480)797-6416,(480)484-7901,33.615048,-111.883361
S.U.S.D.#48 - Tavan Elementary School,Child Care::Public School,59,,Phoenix,4610 East Osborn Road,85018,(480)797-6337,(480)484-7901,33.487618,-111.982229
S.U.S.D.#48 - Yavapai Elementary School,Child Care::Public School,59,,Scottsdale,701 North Miller Road,85257,(480)484-3800,(480)484-7901,33.455763,-111.917641
S.V.U.S.D.#68 - Carmichael Elementary School,Child Care::Public School,59,,Sierra Vista,701 Carmichael N.E.,85635,(520)515-2950,(  )  -,31.564698,-110.29961
S.V.U.S.D.#68 - Town And Country Elementary School,Child Care::Public School,165,,Sierra Vista,1313 South Lenzner,85635,(520)515-2980,(  )  -,31.540558,-110.282677
Shepards Cottage,Child Care::Public School,10,,Pearce,6460 E Hwy 181,85625,(520)824-3340,(520)824-0505,31.876039,-109.599868
T.C.U.S.D.#15 - Tuba City High School Child Development Learning Center,Child Care::Public School,45,,Tuba City,Warrior Drive,86045,(928)283-1151,(928)283-1204,36.125397,-111.223495
T.E.S.D.#17 - Desert Oasis Elementary School,Child Care::Public School,34,,Phoenix,8802 West Mcdowell Road,85037,(623)533-8119,(623)533-3902,33.465285,-112.24889
T.E.S.D.#17 - Sheely Farms Elementary School,Child Care::Public School,72,,Phoenix,9450 West Encanto Boulevard,85037,(623)907-5270,(623)907-5271,33.472755,-112.262822
T.E.S.D.#3 - Getz School,Child Care::Public School,340,,Tempe,625 West Cornell Drive,85283,(480)897-6233,(480)730-7177,33.371602,-111.946473
T.E.S.D.#3 - Nevitt T.O.T.S. Preschool,Child Care::Public School,59,,Phoenix,4525 East Saint Anne Avenue,85042,(602)431-6640,(480)230-7191,33.387916,-111.985029
T.E.S.D.#3 - T.O.T.S. Preschool - Frank Elementary,Child Care::Public School,45,,Guadalupe,8409 South Avenida Del Yaqui,85283,(480)897-6202,(480)838-0061,33.370308,-111.962949
T.U.H.S.D.#213 - Corona Del Sol Early Learning Center,Child Care::Public School,25,,Tempe,1001 East Knox Road,85284,(480)752-8874,(480)752-8870,33.327208,-111.926346
T.U.H.S.D.#213 - Desert Vista Early Learning Center,Child Care::Public School,45,,Phoenix,16440 South 32Nd Street,85048,(480)706-7937,(480)706-7976,33.29754,-112.014756
T.U.H.S.D.#213 - Marcos De Niza Early Learning Center,Child Care::Public School,25,,Tempe,6000 South Lakeshore Drive,85283,(480)730-7622,(480)730-7665,33.367268,-111.920089
T.U.H.S.D.#213 - Mcclintock High Early Learning Center,Child Care::Public School,25,,Tempe,1830 East Del Rio Drive,85282,(480)752-8651,(480)752-8661,33.396746,-111.907451
T.U.H.S.D.#213 - Mountain Pointe Early Learning Center,Child Care::Public School,25,,Phoenix,4201 East Knox Road,85044,(480)759-6139,(480)759-8458,33.32686,-111.99219
T.U.S.D.#1 - Borman Preschool Program,Child Care::Public School,59,,Tucson,6630 Lightning Drive,85708,(520)584-4600,(520)584-4601,32.189,-110.863953
T.U.S.D.#1 - C. E. Rose Preschool Program,Child Care::Public School,39,,Tucson,710 West Michigan Drive,85714,(520)908-4450,(520)225-6719,32.170679,-110.978992
T.U.S.D.#1 - Collier Elementary School,Child Care::Public School,59,,Tucson,3900 N Bear Canyon Rd,85749,(520)584-4821,(  )  -,32.278375,-110.799204
T.U.S.D.#1 - Cragin Preschool Program,Child Care::Public School,59,,Tucson,2945 N Tucson Blvd,85716,(520)232-6700,(520)232-6701,32.260279,-110.935439
T.U.S.D.#1 - Davidson Preschool Program,Child Care::Public School,59,,Tucson,3950 E Paradise Falls,85712,(520)232-6800,(520)232-6801,32.270414,-110.908159
T.U.S.D.#1 - Dunham Community School - S.E.E.D.S.,Child Care::Public School,59,,Tucson,9850 East 29Th Street,85748,(520)731-4240,(520)731-4201,32.198987,-110.781863
T.U.S.D.#1 - Erickson Preschool Program,Child Care::Public School,59,,Tucson,6750 East Stella Road,85730,(520)584-5071,(520)584-5001,32.184561,-110.8479
T.U.S.D.#1 - Gale After School Program And Explorer Program,Child Care::Public School,125,,Tucson,678 South Gollob Road,85710,(520)731-4526,(  )  -,32.211969,-110.79854
T.U.S.D.#1 - Grijalva Preschool Program & Community Ed Preschool,Child Care::Public School,40,,Tucson,1795 West Drexel Road,85746,(520)908-3600,(  )  -,32.148238,-111.00385
T.U.S.D.#1 - Henry Community School,Child Care::Public School,185,,Tucson,650 North Igo Way,85710,(520)731-4700,(  )  -,32.229017,-110.798131
T.U.S.D.#1 - Howell Preschool Program,Child Care::Public School,59,,Tucson,401 N Irving,85711,(520)731-5205,(  )  -,32.228036,-110.905476
T.U.S.D.#1 - Hudlow Preschool Program & Community School,Child Care::Public School,59,,Tucson,502 N Caribe Ave,85710,(520)731-4800,(520)731-4801,32.227177,-110.845234
T.U.S.D.#1 - Johnson Preschool Program,Child Care::Public School,59,,Tucson,6060 South Joseph Ave,85746,(520)908-3800,(  )  -,32.1415,-111.072074
T.U.S.D.#1 - Kellond Community School,Child Care::Public School,59,,Tucson,6606 East Lehigh,85710,(520)512-3528,(  )  -,32.215115,-110.851071
T.U.S.D.#1 - Lineweaver Elementary,Child Care::Public School,245,,Tucson,461 South Bryant Avenue,85711,(520)232-7700,(520)232-7701,32.213962,-110.902921
T.U.S.D.#1 - Lynn/ Urquides Preschool Program & Community Ed Preschool,Child Care::Public School,59,,Tucson,1573 West Ajo Way,85713,(520)908-4000,(520)908-4001,32.177733,-110.998002
T.U.S.D.#1 - Maldonado Preschool Program,Child Care::Public School,20,,Tucson,3535 W Messala Way,85746,(520)908-4100,(  )  -,32.117186,-111.041298
T.U.S.D.#1 - Manzo Preschool Program,Child Care::Public School,59,,Tucson,855 North Melrose,85745,(520)617-6740,(  )  -,32.233153,-110.992325
T.U.S.D.#1 - Marshall Elementary School & Preschool Program,Child Care::Public School,59,,Tucson,9066 E 29Th Street,85710,(520)731-4948,(520)225-6719,32.199102,-110.7991
T.U.S.D.#1 - Mary Belle Mccorkle Preschool Program & Community Preschool,Child Care::Public School,59,,Tucson,4455 South Mission Rd,85746,(520)877-2105,(520)225-3266,32.17163,-111.003317
T.U.S.D.#1 - Miles Exploratory Preschool,Child Care::Public School,59,,Tucson,1400 East Broadway,85719,(520)225-2273,(520)225-6719,32.221253,-110.950813
T.U.S.D.#1 - Mission View Preschool Program,Child Care::Public School,25,,Tucson,2600 South 8Th Avenue,85713,(520)225-2356,(520)225-6719,32.192288,-110.97161
T.U.S.D.#1 - Myers/ Ganoung Preschool Program,Child Care::Public School,59,,Tucson,5000 East Andrew,85711,(520)512-3400,(520)225-6719,32.203137,-110.885491
T.U.S.D.#1 - Ochoa Preschool Program,Child Care::Public School,59,,Tucson,101 West 25Th Street,85713,(520)617-6360,(520)225-6719,32.20352,-110.970036
T.U.S.D.#1 - Pueblo Gardens Preschool Program,Child Care::Public School,20,,Tucson,2210 East 33Rd Street,85713,(520)617-6300,(520)225-6719,32.196173,-110.938523
T.U.S.D.#1 - Sewell Elementary,Child Care::Public School,59,,Tucson,425 N Sahuara Ave,85711,(520)584-7200,(520)584-7201,32.226794,-110.866721
T.U.S.D.#1 - Soleng Tom Enrichment Program,Child Care::Public School,245,,Tucson,10520 East Camino Quince,85748,(520)731-5475,(520)225-6719,32.213508,-110.768744
T.U.S.D.#1 - Steele Preschool Program,Child Care::Public School,59,,Tucson,700 S Sarnoff Dr,85710,(520)731-6800,(  )  -,32.212703,-110.813222
T.U.S.D.#1 - Tully Preschool Program,Child Care::Public School,59,,Tucson,1701 West El Rio Drive,85745,(520)617-6640,(520)225-6719,32.242865,-111.000689
T.U.S.D.#1 - Van Buskirk Preschool Program,Child Care::Public School,45,,Tucson,725 East Fair Street,85714,(520)225-3700,(520)225-3700,32.170736,-110.96074
T.U.S.D.#1 - Warren Elementary School,Child Care::Public School,20,,Tucson,3505 W Milton Rd,85746,(520)908-4700,(520)908-4701,32.146354,-111.040409
T.U.S.D.#1 - Wheeler Preschool Program,Child Care::Public School,59,,Tucson,1818 Avenida De Sol,85710,(520)584-5576,(520)584-5501,32.198949,-110.849671
T.U.S.D.#1 - White After School Program & Preschool Program,Child Care::Public School,59,,Tucson,2315 West Canada St,85746,(520)908-5347,(520)225-6719,32.151913,-111.015433
T.U.S.D.#1 - Wright Preschool Program,Child Care::Public School,59,,Tucson,4311 East Linden,85712,(520)232-8100,(  )  -,32.245369,-110.900829
The Early Learning Center Daycare,Child Care::Public School,249,,Apache Junction,2805 South Ironwood Drive,85120,(480)982-1110,(480)982-1274,33.389311,-111.563211
V.U.S.D.#20 - Cottonwood Early Childhood And School Age Enrichment Program,Child Care::Public School,145,,Tucson,9950 Rees Loop,85747,(520)879-2660,(  )  -,32.094506,-110.778378
V.U.S.D.#20 - Desert Willow Early Childhood And School Age Enrichment Program,Child Care::Public School,120,,Tucson,9400 East Esmond Loop,85747,(520)879-2313,(520)879-2395,32.111853,-110.789174
V.U.S.D.#20 - Mesquite Early Childhood And School Age Enrichment Program,Child Care::Public School,142,,Tucson,9455 East Rita Road,85747,(520)879-2184,(  )  -,32.110185,-110.787224
V.U.S.D.#20 - Ocotillo Ridge Early Childhood And School Age Enrichment Program,Child Care::Public School,137,,Vail,10170 S White Lightning Lane,85641,(520)879-3660,(  )  -,32.068837,-110.702175
